,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_initializer,param_ms_lower,param_p_xo,param_tournament_size,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,outer_fold
0,1.0519220352172851,0.06386387348794094,0.0018097400665283204,0.0007392888683035655,grow,1,0.7,14,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 14}",-12.36601734161377,-11.971445083618164,-12.82281494140625,-14.35545539855957,-11.31757926940918,-12.566662406921386,1.0217774000697797,7,1
1,0.9213840961456299,0.10822835733074451,0.006766510009765625,0.0030094026106122305,grow,1,0.7,6,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 6}",-13.94742202758789,-14.038885116577148,-14.240948677062988,-16.07377052307129,-12.990330696105957,-14.258271408081054,1.0048650103249677,10,1
2,1.0644803524017334,0.052277226171037965,0.08117442131042481,0.0245335419399005,grow,1,0.9,14,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 14}",-14.69114875793457,-15.376688003540039,-14.944940567016602,-16.43787956237793,-13.396834373474121,-14.969498252868652,0.9872487388682479,13,1
3,0.9382038593292237,0.11626876896594382,0.100885009765625,0.1625616375930825,grow,1,0.9,6,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 6}",-16.341089248657227,-16.9827880859375,-16.606781005859375,-18.657424926757812,-15.7908353805542,-16.875783729553223,0.9717066286809894,16,1
4,1.0852741241455077,0.14992660803829955,0.004453516006469727,0.003041541155111689,grow,2,0.7,14,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 14}",-11.514610290527344,-9.880780220031738,-11.299826622009277,-11.938526153564453,-8.949790954589844,-10.716706848144531,1.1216314984538744,2,1
5,0.950629711151123,0.12249871535431343,0.015046501159667968,0.005651143399020959,grow,2,0.7,6,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 6}",-11.40529727935791,-10.732522964477539,-11.525832176208496,-12.659219741821289,-9.272295951843262,-11.1190336227417,1.1117046136159183,3,1
6,0.905468225479126,0.05445593378857208,0.024959325790405273,0.020600472015984327,grow,2,0.9,14,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 14}",-12.201199531555176,-12.344571113586426,-12.270041465759277,-13.742362022399902,-10.410880088806152,-12.193810844421387,1.0588151103212682,6,1
7,0.7227444648742676,0.043140366734057765,0.2349095344543457,0.059908807950751514,grow,2,0.9,6,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 6}",-15.251931190490723,-14.678743362426758,-14.768383979797363,-16.324010848999023,-13.273324966430664,-14.859278869628906,0.9854664225528577,12,1
8,1.1307986736297608,0.11046992625746568,0.002738809585571289,0.0017396733119597835,rhh,1,0.7,14,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 14}",-12.696052551269531,-11.951011657714844,-12.783717155456543,-14.398049354553223,-11.131080627441406,-12.59198226928711,1.0820857765163292,8,1
9,1.022169589996338,0.03827510808303444,0.0038167953491210936,0.0011621940954221303,rhh,1,0.7,6,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 6}",-13.653583526611328,-13.513550758361816,-13.917886734008789,-15.71364974975586,-12.601724624633789,-13.880079078674317,1.0181595336206388,9,1
10,1.1027348518371582,0.03522307272278456,0.1098525047302246,0.05924177856724837,rhh,1,0.9,14,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 14}",-14.252090454101562,-13.856857299804688,-14.651756286621094,-16.801116943359375,-13.393956184387207,-14.591155433654786,1.1811051765137641,11,1
11,0.9377829074859619,0.10163295382718078,0.27602496147155764,0.18672144913785987,rhh,1,0.9,6,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 6}",-15.61347484588623,-16.168424606323242,-16.36490821838379,-18.146385192871094,-15.100628852844238,-16.27876434326172,1.0332682722085016,15,1
12,1.167421817779541,0.0951410562483166,0.0010057449340820312,0.00110774945923756,rhh,2,0.7,14,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 14}",-11.603704452514648,-8.050670623779297,-11.128914833068848,-11.5469388961792,-8.322200775146484,-10.130485916137696,1.598067520739651,1,1
13,0.9385218620300293,0.06962065284477212,0.012448310852050781,0.0035926310938825287,rhh,2,0.7,6,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 6}",-11.966647148132324,-10.334610939025879,-11.899991035461426,-13.202957153320312,-9.855096817016602,-11.451860618591308,1.210790369962477,5,1
14,1.0219844818115233,0.07146065136539849,0.04233460426330567,0.029590042823295918,rhh,2,0.9,14,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 14}",-12.064467430114746,-9.32812786102295,-11.930107116699219,-13.372801780700684,-9.396289825439453,-11.21835880279541,1.597311390311323,4,1
15,0.8851435661315918,0.07828040167154722,0.2040492534637451,0.09142718984678896,rhh,2,0.9,6,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 6}",-14.09200668334961,-15.443117141723633,-14.450566291809082,-17.048828125,-13.995471954345703,-15.005998039245606,1.1427401683664242,14,1
0,0.99190673828125,0.07825214157742881,0.0036959171295166014,0.00152517313877486,grow,1,0.7,14,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 14}",-15.9345121383667,-13.433034896850586,-10.116052627563477,-15.64503288269043,-10.868529319763184,-13.199432373046875,2.3856459508159515,6,2
1,0.8966897964477539,0.08028047219812447,0.010618162155151368,0.002479877741374931,grow,1,0.7,6,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 6}",-17.154531478881836,-14.897110939025879,-11.91563606262207,-17.307039260864258,-12.845337867736816,-14.823931121826172,2.189789522151819,10,2
2,1.022483491897583,0.08897671558690405,0.10643529891967773,0.02247372691921878,grow,1,0.9,14,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 14}",-17.723573684692383,-15.269572257995605,-12.784492492675781,-18.085182189941406,-13.780023574829102,-15.528568840026855,2.0980354078569508,14,2
3,1.0123471736907959,0.21172324379593163,0.10230321884155273,0.16141247222929506,grow,1,0.9,6,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 6}",-18.97538185119629,-17.38458824157715,-14.65622615814209,-19.77747917175293,-15.726759910583496,-17.30408706665039,1.919192723499699,16,2
4,1.5699616432189942,0.04339775003935618,0.005043935775756836,0.005570078207374893,grow,2,0.7,14,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 14}",-15.210933685302734,-12.038080215454102,-8.138367652893066,-13.469953536987305,-8.303394317626953,-11.432145881652833,2.8084556286926956,2,2
5,1.3347887992858887,0.12969934832921284,0.014369630813598632,0.007237336585290972,grow,2,0.7,6,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 6}",-15.018397331237793,-12.921554565429688,-8.524479866027832,-14.076067924499512,-8.92180347442627,-11.89246063232422,2.6745748734003696,3,2
6,1.4544055461883545,0.10888686799507116,0.023477649688720702,0.00909679956219279,grow,2,0.9,14,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 14}",-15.772650718688965,-13.971640586853027,-10.372299194335938,-15.88181209564209,-11.155991554260254,-13.430878829956054,2.294053802070961,8,2
7,1.264091396331787,0.05331756280734113,0.2724494934082031,0.008343993740140533,grow,2,0.9,6,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 6}",-17.67995834350586,-15.39212417602539,-12.578262329101562,-17.881242752075195,-13.55986213684082,-15.418289947509766,2.1307968415290452,13,2
8,1.504105281829834,0.08697251457681117,0.004484844207763672,0.003087458545105404,rhh,1,0.7,14,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 14}",-16.189884185791016,-13.475205421447754,-10.1597900390625,-15.715460777282715,-10.924036979675293,-13.292875480651855,2.4381322110346186,7,2
9,1.3312437057495117,0.10756047791503853,0.008657217025756836,0.0034841729618216594,rhh,1,0.7,6,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 6}",-16.915307998657227,-14.571889877319336,-11.558650970458984,-16.970727920532227,-12.463089942932129,-14.495933341979981,2.2245822684614263,9,2
10,1.524001169204712,0.08539614144521382,0.10726318359375,0.06750575933470873,rhh,1,0.9,14,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 14}",-17.348712921142578,-15.495600700378418,-11.81717300415039,-17.582855224609375,-12.816532135009766,-15.012174797058105,2.337964585958763,11,2
11,1.0600440502166748,0.12675975691759603,0.3900567054748535,0.16595122810729693,rhh,1,0.9,6,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 6}",-18.966602325439453,-17.328975677490234,-13.907979965209961,-19.63337516784668,-14.871532440185547,-16.941693115234376,2.2353692340240205,15,2
12,1.359710454940796,0.1394022320280159,0.002957010269165039,0.002530678284597269,rhh,2,0.7,14,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 14}",-15.400383949279785,-12.123514175415039,-8.0108642578125,-13.106483459472656,-7.861289024353027,-11.300506973266602,2.946111078606165,1,2
13,1.1428160667419434,0.10088163548548582,0.013611602783203124,0.005884199606856075,rhh,2,0.7,6,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 6}",-15.819710731506348,-12.597129821777344,-9.02229118347168,-14.594273567199707,-9.564066886901855,-12.319494438171386,2.682056892958013,5,2
14,1.369126558303833,0.17516954322467085,0.04156913757324219,0.024532116824119717,rhh,2,0.9,14,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 14}",-15.715867042541504,-12.541698455810547,-8.798727989196777,-14.531211853027344,-9.47292709350586,-12.212086486816407,2.7172587330697096,4,2
15,1.0335991382598877,0.16569993417622597,0.6611577033996582,0.4630656550679878,rhh,2,0.9,6,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 6}",-17.54522705078125,-15.363541603088379,-12.448906898498535,-17.59097671508789,-13.886661529541016,-15.367062759399413,2.0197735908252232,12,2
0,1.075740909576416,0.051774760880269693,0.0037498950958251955,0.0017937026861199366,grow,1,0.7,14,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 14}",-17.01779556274414,-11.719633102416992,-12.591058731079102,-16.152143478393555,-10.967936515808105,-13.689713478088379,2.43458500121646,7,3
1,0.9715356826782227,0.06729430474581113,0.010232830047607422,0.0015040022815312332,grow,1,0.7,6,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 6}",-18.059490203857422,-13.749479293823242,-13.809967041015625,-17.353776931762695,-12.394526481628418,-15.073447990417481,2.220011074319109,10,3
2,1.0431083202362061,0.09919164360303975,0.055435562133789064,0.01541304723306292,grow,1,0.9,14,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 14}",-18.549604415893555,-15.195053100585938,-14.278221130371094,-17.79424285888672,-13.584484100341797,-15.88032112121582,1.9542443036812567,14,3
3,0.8774374961853028,0.08144645019291931,0.21754608154296876,0.16125921669259874,grow,1,0.9,6,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 6}",-19.663253784179688,-16.4956111907959,-16.374452590942383,-19.856292724609375,-15.272942543029785,-17.532510566711426,1.8687930019567551,16,3
4,1.0692716598510743,0.06838877066219194,0.010138130187988282,0.014983216108498973,grow,2,0.7,14,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 14}",-16.658992767333984,-10.07554817199707,-10.171509742736816,-13.105201721191406,-8.260753631591797,-11.654401206970215,2.944803785814625,2,3
5,0.9844281673431396,0.08791905595167564,0.009303665161132813,0.00802393446423345,grow,2,0.7,6,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 6}",-16.048431396484375,-11.17489242553711,-11.375709533691406,-15.056262016296387,-9.689234733581543,-12.668906021118165,2.4455484117515076,5,3
6,1.0461221218109131,0.11219490563398539,0.031244945526123048,0.030435059543140137,grow,2,0.9,14,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 14}",-16.914274215698242,-11.066307067871094,-12.13200855255127,-15.783620834350586,-10.544878005981445,-13.288217735290527,2.57584711442872,6,3
7,0.8397303104400635,0.0524271295576164,0.23174657821655273,0.06555442633166537,grow,2,0.9,6,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 6}",-18.22812843322754,-13.803865432739258,-14.065995216369629,-17.58572769165039,-12.703158378601074,-15.277375030517579,2.2045725486650474,12,3
8,1.018624210357666,0.044593374198427196,0.00587611198425293,0.005899215377396391,rhh,1,0.7,14,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 14}",-17.29463768005371,-12.169868469238281,-12.737323760986328,-16.336942672729492,-10.638529777526855,-13.835460472106934,2.5465186815842915,8,3
9,1.0003897666931152,0.055734685555315105,0.0076103687286376955,0.0027974917566785658,rhh,1,0.7,6,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 6}",-17.88184356689453,-13.308201789855957,-13.445220947265625,-17.00676155090332,-12.014476776123047,-14.731300926208496,2.2875308221718043,9,3
10,1.0391191959381103,0.09973927652727431,0.07586941719055176,0.04233677272290027,rhh,1,0.9,14,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 14}",-18.231300354003906,-13.879868507385254,-13.91768741607666,-17.445024490356445,-12.29940414428711,-15.154656982421875,2.2811911752910654,11,3
11,0.8976869583129883,0.04990520065048827,0.3610666751861572,0.23172914218734664,rhh,1,0.9,6,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 6}",-19.141674041748047,-16.875112533569336,-15.6787691116333,-18.998201370239258,-14.422773361206055,-17.0233060836792,1.8428350787195265,15,3
12,1.016188383102417,0.06690254613335103,0.023449468612670898,0.03214728981722075,rhh,2,0.7,14,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 14}",-16.88858413696289,-9.540966987609863,-9.862101554870605,-13.49887466430664,-7.968703269958496,-11.551846122741699,3.225196957654271,1,3
13,0.9929881572723389,0.07940187927874184,0.018822431564331055,0.010329484498782845,rhh,2,0.7,6,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 6}",-16.897048950195312,-10.54796314239502,-10.89242172241211,-14.577845573425293,-9.154058456420898,-12.413867568969726,2.8706956768041487,3,3
14,1.0289063453674316,0.04260895946504912,0.04102306365966797,0.023212521485184573,rhh,2,0.9,14,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 14}",-16.955373764038086,-10.123452186584473,-11.223539352416992,-14.935287475585938,-9.093109130859375,-12.466152381896972,2.9886280748289944,4,3
15,0.830350685119629,0.08791655331763595,0.28522796630859376,0.19154825120042387,rhh,2,0.9,6,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 6}",-18.168088912963867,-14.20081901550293,-14.31901741027832,-18.129369735717773,-12.980260848999023,-15.559511184692383,2.1654677206489796,13,3
0,1.0893274307250977,0.05508268116528016,0.0033616542816162108,0.0015241727260547077,grow,1,0.7,14,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 14}",-17.127408981323242,-11.096648216247559,-12.418863296508789,-16.595394134521484,-11.242209434509277,-13.696104812622071,2.630203409771482,7,4
1,0.8928916454315186,0.06766344198435742,0.014422941207885741,0.0060236146049610665,grow,1,0.7,6,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 6}",-17.746965408325195,-13.021053314208984,-13.967445373535156,-17.934537887573242,-12.652812957763672,-15.06456298828125,2.307733768177704,11,4
2,0.9093647003173828,0.09936851815555661,0.042647790908813474,0.012089835487729085,grow,1,0.9,14,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 14}",-18.127750396728516,-13.414234161376953,-14.41211223602295,-18.66854476928711,-13.842408180236816,-15.693009948730468,2.2378567184903773,13,4
3,0.8547230243682862,0.10862354571713867,0.25301036834716795,0.1485245734891933,grow,1,0.9,6,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 6}",-19.072490692138672,-16.007062911987305,-16.4405460357666,-20.628124237060547,-15.528048515319824,-17.53525447845459,1.9744148670995618,16,4
4,1.031242799758911,0.07174854707997265,0.005352687835693359,0.001960940530769916,grow,2,0.7,14,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 14}",-17.2989559173584,-9.38833236694336,-10.773555755615234,-13.361984252929688,-8.02934741973877,-11.77043514251709,3.279069685860782,2,4
5,0.9625034332275391,0.08949781626785272,0.010596227645874024,0.0031923715502950945,grow,2,0.7,6,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 6}",-16.321706771850586,-10.510050773620605,-11.67409896850586,-15.344202041625977,-9.941826820373535,-12.758377075195312,2.5902661945451393,5,4
6,1.015315294265747,0.07497909514519158,0.03130779266357422,0.0365170671320081,grow,2,0.9,14,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 14}",-16.953262329101562,-10.411619186401367,-12.373956680297852,-15.609476089477539,-10.804195404052734,-13.230501937866212,2.610946038713954,6,4
7,0.8662602424621582,0.06033945381354523,0.2352856159210205,0.050479562977505596,grow,2,0.9,6,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 6}",-17.856164932250977,-12.941690444946289,-14.214143753051758,-18.186697006225586,-12.962160110473633,-15.232171249389648,2.3259491896913573,12,4
8,0.975937795639038,0.05705060216129471,0.005955839157104492,0.004821601932672107,rhh,1,0.7,14,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 14}",-17.22273063659668,-11.232706069946289,-12.95356273651123,-16.80818748474121,-10.89293098449707,-13.822023582458495,2.702604528536863,8,4
9,0.9216423511505127,0.06865376551805413,0.007292366027832032,0.001339151181482212,rhh,1,0.7,6,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 6}",-17.629880905151367,-12.57327651977539,-13.620308876037598,-17.552230834960938,-12.273263931274414,-14.729792213439941,2.3787693711715683,9,4
10,0.9723683834075928,0.030893473358400144,0.10885152816772461,0.06086092158444462,rhh,1,0.9,14,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 14}",-17.867950439453125,-13.146671295166016,-14.027978897094727,-18.02240753173828,-12.032511711120605,-15.019503974914551,2.471591553763343,10,4
11,0.8748432636260987,0.09668288788080102,0.2246020793914795,0.25578323296415373,rhh,1,0.9,6,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 6}",-18.815086364746094,-16.151426315307617,-16.059377670288086,-19.70993423461914,-14.553736686706543,-17.057912254333495,1.90843206768848,15,4
12,1.0524930477142334,0.11482271467151217,0.00504450798034668,0.00248348199656327,rhh,2,0.7,14,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 14}",-17.524965286254883,-9.089775085449219,-10.311498641967773,-13.405134201049805,-8.191486358642578,-11.70457191467285,3.4026012641811376,1,4
13,0.9049078464508057,0.09942242841880682,0.0163362979888916,0.010143393329718885,rhh,2,0.7,6,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 6}",-17.055173873901367,-9.905689239501953,-11.237645149230957,-14.777055740356445,-9.401695251464844,-12.475451850891114,2.9615894115873678,3,4
14,1.0338291645050048,0.09414653425577253,0.08088622093200684,0.07061535020450466,rhh,2,0.9,14,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 14}",-17.070785522460938,-10.475754737854004,-11.185449600219727,-15.196028709411621,-9.25881576538086,-12.63736686706543,2.979838575866149,4,4
15,0.847482967376709,0.09186054869585417,0.2815310001373291,0.19041976668596905,rhh,2,0.9,6,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 6}",-17.838565826416016,-13.475749969482422,-14.450826644897461,-18.928842544555664,-13.773933410644531,-15.693583679199218,2.2457131117563085,14,4
0,1.0905080318450928,0.08309376788343423,0.002162456512451172,0.0012810783447058526,grow,1,0.7,14,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 14}",-17.318315505981445,-14.117484092712402,-11.206483840942383,-15.057076454162598,-12.960112571716309,-14.131894493103028,2.046487163267158,7,5
1,0.9256046772003174,0.07999764048028653,0.009483242034912109,0.00139205700274521,grow,1,0.7,6,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 6}",-18.08867835998535,-15.842986106872559,-12.567634582519531,-16.26900291442871,-14.290075302124023,-15.411675453186035,1.8672942559586108,11,5
2,1.0316223621368408,0.11021541966016905,0.05535922050476074,0.017312645210174456,grow,1,0.9,14,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 14}",-18.596858978271484,-16.33304786682129,-13.060725212097168,-16.719881057739258,-14.77554988861084,-15.897212600708007,1.8686152241021334,13,5
3,0.8805489540100098,0.05613287754505558,0.16429219245910645,0.09038885522108665,grow,1,0.9,6,"{'initializer': 'grow', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 6}",-19.46076011657715,-18.259132385253906,-15.349963188171387,-18.8110408782959,-17.02566146850586,-17.78131160736084,1.4554493897186718,16,5
4,1.0021056652069091,0.06699924828567594,0.003050565719604492,0.001111628152728629,grow,2,0.7,14,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 14}",-17.477832794189453,-12.826294898986816,-8.3727388381958,-12.406805992126465,-10.010309219360352,-12.218796348571777,3.089706789459896,2,5
5,0.9154652118682861,0.08115744747764395,0.009782552719116211,0.008078033124044835,grow,2,0.7,6,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 6}",-16.550094604492188,-13.705254554748535,-10.017379760742188,-13.947370529174805,-11.742408752441406,-13.192501640319824,2.20410260366092,5,5
6,1.0960221767425538,0.1033971066854428,0.031384611129760744,0.030712463328195043,grow,2,0.9,14,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 14}",-17.338741302490234,-13.617460250854492,-10.262861251831055,-14.742354393005371,-12.61899471282959,-13.71608238220215,2.3373042483691853,6,5
7,0.8385428428649903,0.03886152816170865,0.26279253959655763,0.10717423525510639,grow,2,0.9,6,"{'initializer': 'grow', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 6}",-18.20870018005371,-15.932747840881348,-12.849133491516113,-16.521995544433594,-14.552393913269043,-15.612994194030762,1.8127335355225485,12,5
8,1.1255576133728027,0.07217766151128523,0.005331087112426758,0.004072443960278266,rhh,1,0.7,14,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 14}",-17.51479148864746,-14.380498886108398,-11.077507972717285,-14.913333892822266,-13.001814842224121,-14.177589416503906,2.131307611080125,8,5
9,0.9634990692138672,0.09135242104342708,0.007035541534423828,0.0021395652278727193,rhh,1,0.7,6,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.7, 'tournament_size': 6}",-17.959346771240234,-15.467414855957031,-12.194103240966797,-15.927936553955078,-13.90807819366455,-15.091375923156738,1.94220896223993,9,5
10,0.9982241630554199,0.04280278229679564,0.04357089996337891,0.018603414872613293,rhh,1,0.9,14,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 14}",-18.20371437072754,-15.802053451538086,-12.688043594360352,-15.871384620666504,-14.379855155944824,-15.389010238647462,1.824251292217608,10,5
11,0.8605207443237305,0.049197706868304075,0.3518502712249756,0.1807834604092807,rhh,1,0.9,6,"{'initializer': 'rhh', 'ms_lower': 1, 'p_xo': 0.9, 'tournament_size': 6}",-18.98923110961914,-18.49488639831543,-15.553996086120605,-18.12181282043457,-17.120798110961914,-17.656144905090333,1.216805537103027,15,5
12,1.0479607582092285,0.1373709326847643,0.005254411697387695,0.0026484763271881423,rhh,2,0.7,14,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 14}",-17.062652587890625,-12.527602195739746,-8.478498458862305,-12.424880027770996,-10.056357383728027,-12.10999813079834,2.905428027700972,1,5
13,0.9349249362945556,0.0777260812507145,0.011845159530639648,0.005573678194474268,rhh,2,0.7,6,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.7, 'tournament_size': 6}",-17.300939559936523,-13.211649894714355,-9.522245407104492,-13.483798027038574,-11.210258483886719,-12.945778274536133,2.6099880855080495,4,5
14,1.035779094696045,0.11374121001521943,0.07814278602600097,0.035508588454652525,rhh,2,0.9,14,"{'initializer': 'rhh', 'ms_lower': 2, 'p_xo': 0.9, 'tournament_size': 14}",-17.11716079711914,-13.030133247375488,-9.288999557495117,-13.275809288024902,-10.863042831420898,-12.71502914428711,2.6442412933345274,3,5
